hindex,cites_count,publications_count,degree_centrality,closeness_centrality,clustering_coefficient,betweenness_centrality,core_number,average_degree,average_clustering,diameter,density,domination_number,chromatic_number,number_connected_components,degree_assortativity,hindex_assortativity,publications_assortativity,cites_assortativity,names,surnames,nobilis,init_year,career_length,gender,category,area,discipline,subdiscipline,speciality,affiliation,country,state,federal_entity,affiliation_category
2,16,2,0.12,0.5319148936,0.2922178361,0,3,2.769230769,0.732,3,0.2215384615,7,8,1,-0.4960886482471018,-0.1100939532642737,-0.1115337286049893,-0.0701276952061963,MICHELLE,TEXIS FLORES,DRA.,2011,10,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,MICROEMPRESAS Y EMPRENDIMIENTOS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE ECONOMIA,INSTITUTO
1,2,2,0.09523809524,0.525,0.6299605249,0,2,1.409090909,0.696,3,0.1341991342,7,4,1,-0.4557292659675882,-0.1689944134078213,-0.1171171171171171,-0.1117752540346682,BLANCA LILIA,AVENDAÑO VARGAS,DRA.,2011,10,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,MODELOS Y TEORIAS DEL DESARROLLO ECONOMICO,PROBLEMAS DEL DESARROLLO ECONOMICO Y FINANCIERO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE ECONOMIA,INSTITUTO
3,42,6,0.1538461538,0.5416666667,0.08632220312,0,3,2.3,0.843,4,0.1179487179,17,6,1,-0.2297871777874723,0.0175750834260288,0.0210763249437282,0.0504657864754372,MARLEN,MARTINEZ DOMINGUEZ,DRA.,2017,4,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,DESARROLLO RURAL,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION,MÉXICO,AGUASCALIENTES,UNIDAD AGUASCALIENTES,INSTITUTO
2,19,6,0.05095541401,0.5130718954,0.009483657043,0,3,3.202531646,0.89,4,0.04079658147,66,11,1,-0.1909617960134053,0.0192295330818185,0.037051421469629,0.0323169370261429,SERGIO ALFONSO,SANDOVAL GODOY,DR.,2011,10,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA GENERAL,ESTUDIOS DEL DESARROLLO REGIONAL,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SONORA,COORDINACION DE DESARROLLO REGIONAL,INSTITUTO
1,6,4,0.02024922118,0.5051140834,0.02000535191,0,7,5.298600311,0.858,4,0.01650654303,277,15,1,-0.1327169839662355,-0.0105448324669052,-0.0043068941959591,-0.0028714227323274,CARLOS GABRIEL,BORBON MORALES,DR.,2020,1,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,ECONOMIA DEL COMPORTAMIENTO,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SONORA,COORDINACION DE DESARROLLO REGIONAL,INSTITUTO
2,12,5,0.03643724696,0.5092783505,0.06623439213,0,5,4.657258065,0.901,3,0.03771059162,106,13,1,-0.1901414379921063,-0.0117435635038503,-0.0084859437821612,-0.0050179555208334,JORGE INES,LEON BALDERRAMA,DR.,2013,8,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,CAMBIO ECONOMICO O TECNOLOGICO,INNOVACION Y TRANSFERENCIA DE TECNOLOGIA,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SONORA,COORDINACION DE DESARROLLO REGIONAL,INSTITUTO
3,14,13,0.05555555556,0.5142857143,0.00834785563,0,5,4.086956522,0.881,4,0.03243616287,108,13,1,-0.1298553409082334,0.0807376068385324,0.0861559450066883,0.0959125516596269,LUIS,HUESCA REYNOSO,DR.,2009,12,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,DISTRIBUCION DEL INGRESO,"CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SONORA,COORDINACION DE DESARROLLO REGIONAL,INSTITUTO
9,162,22,0.02361673414,0.5059747354,0.005460005384,0,10,4.926500337,0.865,4,0.006648448498,598,38,1,-0.1338298769433736,0.0340019623920589,0.0291232640546576,0.0294847507489046,FRANCISCO JAVIER,MARTINEZ CORDERO,DR.,1990,31,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,"ACUACULTURA, PLANEACION ESTRATEGICA PROSPECTIVA","CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SINALOA,UNIDAD ACADEMICA MAZATLAN EN ACUICULTURA Y MANEJO AMBIENTAL,INSTITUTO
2,6,2,0.5,0.6666666667,0.0,0,1,0.6666666667,0.0,2,0.6666666667,1,2,1,-0.8181818181818182,-0.3333333333333333,-0.6,-0.3333333333333333,JOAQUIN,BRACAMONTES NEVAREZ,DR.,2011,10,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,"POLITICA ECONOMICA, SOCIAL Y BIENESTAR","CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SONORA,COORDINACION DE DESARROLLO REGIONAL,INSTITUTO
1,7,11,0.3913043478,0.6216216216,0.06031808745,0,5,2.85106383,0.872,4,0.1239592969,21,8,1,-0.0900453956120043,0.2124321362753401,0.1207170640960596,0.1536058860276254,MARCO ALBERTO,NUÑEZ RAMIREZ,DR.,2017,4,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,ACTIVOS INTANGIBLES,INSTITUTO TECNOLOGICO DE SONORA,MÉXICO,SONORA,DIRECCION ACADEMICA DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
4,193,6,0.02604920405,0.5065982405,0.005827347133,0,9,4.913294798,0.88,4,0.01422082431,299,14,1,-0.1336163415380237,0.0306486101211691,0.0314806218991079,0.0272826447407741,NIDIA JOSEFINA,RIOS VAZQUEZ,DRA.,2006,15,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,GESTION DE LA CALIDAD,EVALUACION Y MEJORA DEL DESEMPEÑO ORGANIZACIONAL,INSTITUTO TECNOLOGICO DE SONORA,MÉXICO,SONORA,DIRECCION ACADEMICA DE RECURSOS NATURALES,NOROESTE
2,9,5,0.1492537313,0.5403225806,0.04205666017,0,5,3.147058824,0.808,4,0.09394205443,26,7,1,-0.2224436396205018,-0.0475972459455178,-0.0102336108641177,0.0129023933939744,TEODORO RAFAEL,WENDLANDT AMEZAGA,DR.,2016,5,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,RESPONSABILIDAD SOCIAL Y GESTION ORGANIZACIONAL,INSTITUTO TECNOLOGICO DE SONORA,MÉXICO,SONORA,DIRECCION ACADEMICA DE CIENCIAS SOCIALES Y HUMANIDADES,NOROESTE
2,6,3,1.0,1.0,0.0,0,1,0.6666666667,0.0,2,0.6666666667,1,2,1,-0.8181818181818182,-0.3333333333333333,-0.6,-0.3333333333333333,MARIO,CAMBEROS CASTRO,DR.,2011,10,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,"BIENESTAR ECONOMICO Y SOCIAL, DESIGUALDAD, POBREZA","CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO, A.C.",MÉXICO,SONORA,COORDINACION DE DESARROLLO REGIONAL,INSTITUTO
1,3,4,0.04545454545,0.511627907,0.004285617888,0,4,2.993527508,0.837,4,0.01943849031,123,7,1,-0.1763876308788919,0.0860647956062193,0.1293283940027403,0.1365617883079688,MA. LOECELIA,RUVALCABA SANCHEZ,DRA.,2010,11,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ACTIVIDADES ECONOMICAS,LOGISTICA Y CADENA DE SUMINISTRO,"CENTRO DE INVESTIGACION EN CIENCIAS DE INFORMACION GEOESPACIAL, A.C.",MÉXICO,AGUASCALIENTES,CENTROGEO AGUASCALIENTES,INSTITUTO
4,42,13,0.1627906977,0.5443037975,0.06298546377,0,3,1.659090909,0.611,4,0.07716701903,16,6,1,-0.3301089725009403,-0.0112836554574907,-0.0367448151487826,-0.0279427942794279,FRANCISCO,SANCHEZ SANCHEZ,DR.,2002,19,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,TEORIA DE JUEGOS,"CENTRO DE INVESTIGACION EN MATEMATICAS, A.C.",MÉXICO,GUANAJUATO,AREA DE MATEMATICAS BASICAS,INSTITUTO
3,14,9,0.07792207792,0.5202702703,0.01224829612,0,5,3.943965517,0.875,4,0.0341468876,104,10,1,-0.1641154257301271,0.0823696262857017,0.0696268612137724,0.0891254486472007,DAVID ISRAEL,CONTRERAS MEDINA,DR.,2019,2,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION Y DIRECCION DE EMPRESAS,GESTION DEL CONOCIMIENTO Y COMPETITIVIDAD,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL EDO. D,MÉXICO,JALISCO,,INSTITUTO
1,4,1,1.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,1,,0.0,0.0,0.0,GUSTAVO ADOLFO,DEL ANGEL MOBARAK,DR.,2012,9,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ACTIVIDADES ECONOMICAS,HISTORIA FINANCIERA Y BANCA,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
3,56,3,0.01251422071,0.5031482541,0.0307425249,0,10,11.28863636,0.911,4,0.02568517944,390,78,1,-0.0381983104662744,0.1485290306083201,0.1430189949096962,0.1404316433653884,ARTEMISA,FLORES MARTINEZ,DRA.,2014,7,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS,MICRO APLICADA Y ECONOMIA DE LA SALUD Y DESARROLLO,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,AGUASCALIENTES,SEDE REGION CENTRO,INSTITUTO
1,5,6,0.05223880597,0.5134099617,0.02355952195,0,3,1.533333333,0.656,4,0.02288557214,46,6,1,-0.3697931047813302,-0.1806633029535528,-0.1876170365353204,-0.1876170365353202,LUIS FERNANDO,CASTRO PEÑARRIETA,DR.,2016,5,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA GENERAL,COMERCIO INTERNACIONAL,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,AGUASCALIENTES,SEDE REGION CENTRO,INSTITUTO
3,65,12,0.01932773109,0.5048790836,0.002937668162,0,8,12.88329135,0.872,4,0.02165259051,491,99,1,-0.0609744901873461,0.319723172203599,0.3123759664508206,0.3104771557459017,HERNAN DANIEL,BEJARANO,DR.,2012,9,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA GENERAL,"EXPERIMENTAL, AMBIENTAL Y SALUD","CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,AGUASCALIENTES,SEDE REGION CENTRO,INSTITUTO
3,24,8,0.02234636872,0.5056497175,0.02083333333,0,3,24.86111111,0.837,4,0.2777777778,74,93,1,0.7760775044966352,0.0138961660605899,0.0128019145065623,0.0129151249315586,LOPAMUDRA,CHAKRABORTI,DRA.,2012,9,f,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,ECONOMIA AMBIENTAL,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,AGUASCALIENTES,SEDE REGION CENTRO,INSTITUTO
4,58,9,0.07142857143,0.5185185185,0.01883267542,0,2,2.670588235,0.721,4,0.06358543417,32,14,1,-0.2819958697458305,-0.0024155501037934,-0.0114955440724932,-0.0113062034367865,PEDRO IGNACIO,HANCEVIC,DR.,2015,6,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,ECONOMIA,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,AGUASCALIENTES,SEDE REGION CENTRO,INSTITUTO
4,49,14,0.01708132195,0.5043071161,0.00612202561,0,19,9.308834447,0.879,4,0.00691335644,1192,60,1,-0.0617279787151192,0.0322340589900717,0.0292109423352579,0.0305981921267641,OSIEL,GONZALEZ DAVILA,DR.,2010,11,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,ECONOMIA AMBIENTAL,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,AGUASCALIENTES,SEDE REGION CENTRO,INSTITUTO
6,121,22,0.03869047619,0.5098634294,0.001483241434,0,3,3.916913947,0.83,4,0.02331496397,134,17,1,-0.1632077635013178,0.0231112426786201,0.0392096380836563,0.0394895735427766,FAUSTO,HERNANDEZ TRILLO,DR.,1995,26,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,POLITICA FISCAL Y HACIENDA PUBLICA,ECONOMIA,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
2,25,15,0.1666666667,0.5454545455,0.1139983964,0,2,1.526315789,0.632,4,0.1695906433,6,4,1,-0.0069596241300469,-0.0572916666666666,-0.0245775729646696,-0.0593607305936073,GONZALO ALBERTO,CASTAÑEDA RAMOS,DR.,1995,26,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,DESARROLLO ECONOMICO Y COMPLEJIDAD,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,,INSTITUTO
2,35,2,0.02409638554,0.506097561,0.04122914974,0,4,18.908,0.894,4,0.1518714859,105,93,1,0.1488950500750516,0.036093165313737,0.0343248306424669,0.0345790630889531,RUBEN IRVIN,ROJAS VALDES,DR.,2012,9,m,C,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES ECONOMICAS,DESARROLLO ECONOMICO,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
2,15,14,0.1212121212,0.5322580645,0.01440001112,0,4,2.379518072,0.795,4,0.0288426433,64,9,1,-0.2261949567210713,0.0116325498442782,0.0484422090292407,0.0578721991033104,SONIA BEATRIZ,DI GIANNATALE MENEGALLI,DRA.,2005,16,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,"CONTRATOS, METODOS,DECISIONES","CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
11,480,28,0.01076588913,0.5027060387,0.01247528271,0,92,12.58800755,0.873,4,0.002377563047,4748,100,1,-0.0072385830413441,0.1621951659446396,0.1590138116208223,0.15809557808559,ALEJANDRO JOSE,LOPEZ FELDMAN,DR.,2006,15,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,ECONOMIA AMBIENTAL Y ECONOMIA DEL DESARROLLO,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
3,12,8,0.1666666667,0.5454545455,0.0,0,2,1.052631579,0.192,4,0.1169590643,5,3,1,-0.7708036912069597,-0.4845360824742269,-0.2478336221837088,-0.2478336221837089,ANTONIO,JIMENEZ MARTINEZ,DR.,2006,15,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,TEORIA ECONOMICA,TEORIA DE JUEGOS Y EQUILIBRIO GENERAL,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
2,26,5,0.003398470688,0.5008510638,0.00489906943,0,6,16.76390658,0.909,4,0.01424291128,1080,100,1,-0.0516442641588023,0.117555074989157,0.1115006760832194,0.1115426480004801,VICTOR GERARDO,CARREON RODRIGUEZ,DR.,2002,19,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ORGANIZACION DE LA INDUSTRIA Y POLITICA ECONOMICA,"ECONOMIA DE LA ENERGIA, REGULACION, ECONOM","CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
8,180,39,0.08579088472,0.5224089636,0.006268049701,0,4,10.47593583,0.772,4,0.05617123769,151,72,1,0.3408623994697666,0.0534117860597091,0.049805369486618,0.0528324577817483,DANIEL,VENTOSA SANTAULARIA,DR.,2006,15,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMETRIA,PROCESOS NO ESTACIONARIOS,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
7,744,15,0.03234042553,0.5082179931,0.001628763409,0,9,8.340136054,0.891,4,0.01419597626,507,90,1,-0.0823625242952093,0.1231859254847574,0.1227149150029631,0.1202182756232635,JUAN MANUEL,TORRES ROJO,DR.,2001,20,m,2,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,ECONOMIA AGRICOLA Y RECURSOS NATURALES,"CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ECONOMIA,INSTITUTO
3,18,18,0.08333333333,0.5217391304,0.0232627221,0,3,1.862385321,0.726,4,0.03448861706,37,7,1,-0.2960211268678251,0.0605062897965522,0.0577846540072686,0.0511540136449412,RICARDO,MASSA ROLDAN,DR.,2013,8,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMETRIA,"MODELOS DE CAUSALIDAD, CORRELACION Y COINTEGRACION","CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS, A.C.",MÉXICO,CIUDAD DE MÉXICO,DIVISION DE ADMINISTRACION PUBLICA,INSTITUTO
9,198,40,0.03167420814,0.508045977,0.00643564345,0,13,7.127878289,0.877,4,0.005864153262,1027,93,1,-0.0880093025307405,0.195520418761194,0.190811825365654,0.1901888644303058,LUIS FELIPE,BELTRAN MORALES,DR.,2002,19,m,3,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,"ECONOMIA DE RECURSOS NATURALES, INNOVACION","CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",MÉXICO,BAJA CALIFORNIA SUR,PROGRAMA DE PLANEACION AMBIENTAL Y CONSERVACIONL,INSTITUTO
4,47,12,0.03047619048,0.5077369439,0.03476695446,0,6,7.159695817,0.877,4,0.02727503169,225,55,1,-0.1302297290159284,0.2072200496599277,0.1997940439876841,0.195728330067811,MARCO ANTONIO,ALMENDAREZ HERNANDEZ,DR.,2013,8,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,"ECONOMIA APLICADA, ECONOMIA AMBIENTAL, ECONOMIA SECTORIAL","CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE, S.C.",MÉXICO,BAJA CALIFORNIA SUR,PARQUE DE INNOVACION TECNOLOGICA,INSTITUTO
2,19,10,0.02083333333,0.5052631579,0.005282808207,0,7,4.077003122,0.877,4,0.008493756504,396,19,1,-0.1280476347929768,0.1153097440480707,0.1257518227896257,0.1258402207412196,JOSE JAIME,ARANA CORONADO,DR.,2010,11,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,OTRAS ESPECIALIDADES EN MATERIA DE ECONOMIA,INFORMACION E INCENTIVOS ECONOMICOS,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,MÉXICO,MÉXICO,"INSTITUTO DE SOCIOECONOMIA, ESTADISTICA E INFORMATICA",INSTITUTO
1,5,1,0.09090909091,0.5238095238,0.0,0,1,2.25,0.706,2,0.4090909091,4,5,1,-0.5442827442827448,-0.1533980582524274,-0.1533980582524274,-0.1533980582524274,JUAN,MORALES JIMENEZ,DR.,2009,12,m,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,ECONOMIA DEL DESARROLLO RURAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,MÉXICO,PUEBLA,CAMPUS PUEBLA,INSTITUTO
3,23,3,0.005595970901,0.5014029181,0.01025472177,0,6,55.33165548,0.858,4,0.06192686679,836,118,1,-0.0746848980717982,0.0425309501917015,0.0395788795708517,0.0382376745867134,MARIA DE JESUS,SANTIAGO CRUZ,DRA.,1997,24,f,1,V.- CIENCIAS SOCIALES,CIENCIAS ECONOMICAS,ECONOMIA SECTORIAL,ECONOMIA RURAL Y ECONOMIA INSTITUCIONAL,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,MÉXICO,MÉXICO,"INSTITUTO DE SOCIOECONOMIA, ESTADISTICA E INFORMATICA",INSTITUTO
