hindex,cites_count,publications_count,degree_centrality,closeness_centrality,clustering_coefficient,betweenness_centrality,core_number,average_degree,average_clustering,diameter,density,domination_number,chromatic_number,number_connected_components,degree_assortativity,hindex_assortativity,publications_assortativity,cites_assortativity,names,surnames,nobilis,init_year,career_length,gender,category,area,discipline,subdiscipline,speciality,affiliation,country,state,federal_entity,affiliation_category
7,330.0,15,0.03305785124,0.5084033613,0.00884389876,0,9,4.878899083,0.879,4,0.008960328894,467,32,1,-0.1130676528,0.06244970704,0.06202717676,0.06101280261,JANETTE,ARRIOLA MORALES,DRA.,2009,12,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,HIDROCARBUROS BIORREMEDIACION CORROSION METALES,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE INGENIERIA QUIMICA,CENTRO
1,12.0,2,0.01261829653,0.5031746032,0.0496457083,0,4,3.594339623,0.886,3,0.02267722159,128,20,1,-0.1920143593,0.03235783725,0.02595801213,0.02605095685,SALOMON MIGUEL ANGEL,JIMENEZ ZAPATA,DR.,2003,18,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,MODELADO Y SIMULACION EN MECANICA DE MATERIALES,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,MÉXICO,QUERÉTARO,,INSTITUTO
3,24.0,7,0.0205811138,0.5051987768,0.007262053911,0,10,4.854897219,0.859,4,0.01175519908,339,16,1,-0.1003488163,0.03611679728,0.03774047474,0.03772555625,YAMEL,UNGSON ALMEIDA,DRA.,2013,8,f,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,"COMPUTACION, INGENIERIA DE MATERIALES, MECATRONICA",CETYS UNIVERSIDAD,MÉXICO,BAJA CALIFORNIA,CAMPUS MEXICALI,NOROESTE
7,372.0,15,0.02896725441,0.5073482428,0.009914464351,0,8,4.683018868,0.85,4,0.0117960173,328,28,1,-0.111093818,0.09440515853,0.09731707658,0.09775333035,JUAN MANUEL,BARROSO MALDONADO,DR.,2015,6,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,REFRIGERACION Y CRIOGENIA,CETYS UNIVERSIDAD,MÉXICO,BAJA CALIFORNIA,CAMPUS MEXICALI,NOROESTE
4,60.0,9,0.01640759931,0.5041358293,0.006741572116,0,9,6.147540984,0.884,4,0.01061751465,503,29,1,-0.09146331892,0.04794498814,0.04331084124,0.04260168268,JESUS ARMANDO,LEON GIL,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ENERGETICA,RECICLADO DE ENERGIA TERMICA,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,MÉXICO,QUERÉTARO,,INSTITUTO
0,0.0,0,0.01867995019,0.5047140163,0.003327291528,0,11,4.767507003,0.835,4,0.002968559778,1340,31,1,-0.1175982188,0.1450026264,0.1430825219,0.1408003843,JUAN MANUEL,GONZALEZ CARMONA,DR.,2002,19,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,,CENTRO DE INGENIERIA Y DESARROLLO INDUSTRIAL,MÉXICO,QUERÉTARO,,INSTITUTO
5,89.0,11,0.02422907489,0.5061315496,0.009596258614,0,10,5.188554659,0.878,4,0.007619022994,598,17,1,-0.1147146251,0.04537572743,0.04982240862,0.04792475324,HUGO JOEL,CARRILLO ESCALANTE,DR.,2002,19,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,"MATERIALES COMPUESTOS, BIOMATERIALES","CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",MÉXICO,YUCATÁN,UNIDAD DE MATERIALES,INSTITUTO
4,104.0,9,0.008821676118,0.5022151899,0.001978048516,0,16,7.769844603,0.876,4,0.003263954885,2100,42,1,-0.07617655922,0.07707118396,0.07467625355,0.07353333586,CYNTHIA,GUERRERO BERMEA,DRA.,2012,9,f,C,VII.- INGENIERÍAS,INGENIERIA,CIENCIA DE MATERIALES,NANOMATERIALES,"CENTRO DE INVESTIGACION CIENTIFICA DE YUCATAN, A.C.",MÉXICO,YUCATÁN,,INSTITUTO
4,68.0,9,0.01605136437,0.5040453074,0.01863921774,0,10,8.866078589,0.9,4,0.01423126579,547,100,1,-0.1296647355,0.1432310749,0.1410872841,0.1392647129,MARCO ANTONIO,HERNANDEZ ACOSTA,DR.,2018,3,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,ESTUDIO DE SISTEMAS NANOESTRUCTURADOS,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,MÉXICO,BAJA CALIFORNIA,DIVISION DE FISICA APLICADA,INSTITUTO
2,11.0,5,0.02912621359,0.5073891626,0.02639592484,0,9,4.879844961,0.893,4,0.01895085422,227,21,1,-0.1410677418,0.04340221094,0.04491951445,0.04214090735,FRANCISCO JAVIER,CARRANZA CHAVEZ,DR.,2019,2,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECANICA,ENERGIAS RENOVABLES Y DESALINIZACION,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,MÉXICO,BAJA CALIFORNIA,DIVISION DE FISICA APLICADA,INSTITUTO
4,45.0,26,0.0115684692,0.5029089433,0.006196524819,0,13,5.467455621,0.869,4,0.002941864741,1549,18,1,-0.07164684073,0.03010211983,0.02957268102,0.0290528414,ROSARIO ISIDRO,YOCUPICIO GAXIOLA,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,CIENCIA DE MATERIALES,CATALISIS,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA,MÉXICO,BAJA CALIFORNIA,,INSTITUTO
3,50.0,9,0.01694915254,0.5042735043,0.01590497756,0,8,5.008064516,0.882,4,0.008084042802,525,34,1,-0.1314397583,0.0867260581,0.08160002239,0.08002410358,ESTHER,TORRES SANTILLAN,DRA.,2011,10,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,CIENCIA DE MATERIALES,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ING. QUIMICA E INDUSTRIAS EXTRACTIVAS,FEDERAL
3,30.0,5,0.02362204724,0.5059760956,0.01853285589,0,6,4.04973822,0.886,4,0.02125846835,156,11,1,-0.2155463671,-0.02962031007,-0.02648386651,-0.02977336785,MANUEL ALEJANDRO,BELTRAN ZUÑIGA,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ING. QUIMICA E INDUSTRIAS EXTRACTIVAS,FEDERAL
3,20.0,6,0.01860465116,0.5046948357,0.01492022553,0,8,5.653250774,0.875,4,0.01752945976,277,16,1,-0.1686774681,0.03216042189,0.03056296268,0.02788152401,RICARDO,GARCIA MORALES,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,PROCESOS FLUIDOS SUPERCRITICOS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE ING. QUIMICA E INDUSTRIAS EXTRACTIVAS,FEDERAL
5,122.0,14,0.02014388489,0.5050872093,0.002898886479,0,10,4.843997124,0.888,4,0.006969780035,579,21,1,-0.06163361992,0.1197743752,0.1199170486,0.1183846315,RODRIGO,LOPEZ FARIAS,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,CIENCIAS COMPUTACIONALES,INTELIGENCIA ARTIFICIAL,"CENTRO DE INVESTIGACION EN CIENCIAS DE INFORMACION GEOESPACIAL, A.C.",MÉXICO,AGUASCALIENTES,CENTROGEO AGUASCALIENTES,INSTITUTO
6,168.0,22,0.03375527426,0.508583691,0.002449015624,0,10,4.831365936,0.865,4,0.008154204111,486,15,1,-0.1713468105,0.04976068628,0.05445135261,0.0529960245,LUIS MANUEL,HERNANDEZ SIMON,DR.,2005,16,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE SISTEMAS,SISTEMAS SOCIO TECNICOS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,FEDERAL
8,328.0,18,0.03333333333,0.5084745763,0.007797656967,0,10,5.229193342,0.885,4,0.01340818806,311,47,1,-0.1432369305,0.07074995965,0.07307382652,0.07183009977,ALDO,HERNANDEZ SUAREZ,DR.,2016,5,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE SISTEMAS,MINERIA DE DATOS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,FEDERAL
0,0.0,0,0.02823920266,0.5071609099,0.001865976529,0,7,3.850622407,0.853,4,0.006396382735,466,15,1,-0.115761733,0.08250297363,0.07937378766,0.07873784191,OMAR,JIMENEZ RAMIREZ,DR.,2007,14,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,SISTEMAS DE CONTROL CONVENCIONALES Y BIOLOGICOS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,FEDERAL
2,14.0,4,0.08571428571,0.5223880597,0.08818894733,0,2,1.5,0.619,2,0.08571428571,9,4,1,-0.5326352301,-0.4452079566,-0.3192472763,-0.3192472763,DANIEL,RODRIGUEZ SALDANA,DR.,2005,16,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA DE TELECOMUNICACIONES,TEORIA ESTADISTICA DE LAS COMUNICACIONES,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,FEDERAL
5,114.0,10,0.02981895634,0.5075675676,0.008755544977,0,12,5.162765957,0.855,4,0.01099630662,399,15,1,-0.1195478818,0.02725293312,0.0334192863,0.03219286688,JUAN CARLOS,GUIA TELLO,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA METALURGICA Y GEOLOGICA,,"CENTRO DE INVESTIGACION EN MATERIALES AVANZADOS, S.C.",MÉXICO,CHIHUAHUA,DEPTO. DE METALURGIA,INSTITUTO
5,188.0,40,0.0701754386,0.5181818182,0.002116839735,0,10,3.97574124,0.864,4,0.01073074559,289,17,1,-0.150778239,0.04362358028,0.05563225864,0.05526703287,JUAN GERARDO,AVALOS OCHOA,DR.,2008,13,m,1,VII.- INGENIERÍAS,INGENIERIA,PROCESAMIENTO DE DATOS,PROCESAMIENTO DIGITAL DE SEÑALES,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE INGENIERIA MECANICA Y ELECTRICA,FEDERAL
9,474.0,37,0.02201405152,0.5055647644,0.002680205688,0,9,20.02434457,0.864,4,0.01875816821,900,122,1,0.09382282382,0.2712095305,0.2690170649,0.2665153925,OSCAR OCTAVIO,GUTIERREZ FRIAS,DR.,2005,16,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECATRONICA,"CONTROL AUTOMATICO, ROBOTICAS, SISTEMAS EMBEBIDOS",INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,UNIDAD PROFESIONAL INTERDISCIPL. EN ING. Y TEC. AVAN..UPIITA,FEDERAL
3,44.0,9,0.02647058824,0.5067064083,0.06129877392,0,6,2.964809384,0.876,4,0.0174400552,132,11,1,-0.1990005604,-0.07429747657,-0.06369941569,-0.06369488475,NOE,TORRES CRUZ,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,ANALISIS DE TELETRAFICO,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,UNIDAD PROFESIONAL INTERDISCIPL. EN ING. Y TEC. AVAN..UPIITA,FEDERAL
5,166.0,38,0.02739726027,0.5069444444,0.02251470761,0,7,3.270516717,0.841,4,0.009955910859,231,15,1,-0.1951054585,-0.006937210834,0.003528865685,0.00365895134,DAVID,CRUZ ORTIZ,DR.,2015,6,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE BIOTECNOLOGIA,FEDERAL
3,38.0,28,0.03543913713,0.5090196078,0.008527750011,0,7,3.321538462,0.834,4,0.01023586583,221,11,1,-0.2090533586,0.002419385454,0.0124873821,0.01292905441,MARIANA FELISA,BALLESTEROS ESCAMILLA,DRA.,2015,6,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE BIOTECNOLOGIA,FEDERAL
3,60.0,14,0.01115702479,0.5028049034,0.01459990861,0,11,8.595208591,0.87,4,0.007103478175,1098,62,1,-0.0742762493,0.194413893,0.1877258849,0.1864659397,LUIS FELIPE,HERNANDEZ QUINTANAR,DR.,2011,10,m,C,VII.- INGENIERÍAS,INGENIERIA,SISTEMAS ELECTRONICOS,BIOFOTONICA,INSTITUTO POLITECNICO NACIONAL,MÉXICO,HIDALGO,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE INGENIERIA HGO.,FEDERAL
0,0.0,0,0.02370689655,0.505997819,0.008415729371,0,7,3.061356297,0.778,4,0.00659775064,325,12,1,-0.1391925887,0.07272917014,0.07706176119,0.0756528137,JUAN EDUARDO,VELAZQUEZ VELAZQUEZ,DR.,2006,15,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,,INSTITUTO POLITECNICO NACIONAL,MÉXICO,HIDALGO,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE INGENIERIA HGO.,FEDERAL
6,158.0,11,0.0312815338,0.5079446438,0.005082497669,0,11,5.04233871,0.9,4,0.01017626379,424,25,1,-0.084400786,0.07618527953,0.07088979802,0.07064030496,LUIS MARIO,GONZALEZ RODRIGUEZ,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,SIMULACION DE PROCESOS CON MEMBRANAS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,ZACATECAS,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE INGENIERIA ZAC.,FEDERAL
10,716.0,34,0.05485611511,0.5141007859,0.006576418764,0,11,4.260557053,0.855,4,0.007662872397,445,24,1,-0.130174759,0.0494805357,0.05023700071,0.04877245093,MAYRA,ANTONIO CRUZ,DRA.,2014,7,f,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA MECATRONICA,APLICACIONES DE CONTROL EN SISTEMAS MECATRONICOS,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,UNIDAD PROFESIONAL INTERDISCIPLINARIA DE INGENIERIA..UPIICSA,FEDERAL
3,26.0,6,0.03039513678,0.5077160494,0.04455713602,0,14,6.966616085,0.874,4,0.02117512488,274,18,1,-0.1196787664,0.04380311148,0.03975673401,0.03998687528,CARLOS ANDRES,COVARRUBIAS GORDILLO,DR.,2017,4,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,NANOCOMPUESTOS POLIMERICOS,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,MÉXICO,COAHUILA DE ZARAGOZA,DIVISION DE TECNOLOGIA DE POLIMEROS,INSTITUTO
7,220.0,29,0.03050847458,0.5077452668,0.006484282123,0,15,5.473378509,0.874,4,0.005301092987,895,19,1,-0.09805234186,0.1113560937,0.1066956151,0.1055261432,CHRISTIAN JAVIER,CABELLO ALVARADO,DR.,2011,10,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,"NANOMATERIALS, POLYMERS AND SURFACE MODIFICATION.",CENTRO DE INVESTIGACION EN QUIMICA APLICADA,MÉXICO,COAHUILA DE ZARAGOZA,DIRECCION GENERAL,INSTITUTO
6,102.0,14,0.02643369176,0.5066969353,0.007991306469,0,18,6.222122705,0.864,4,0.005575378768,960,20,1,-0.1116132017,0.0495442824,0.04705230774,0.04700743061,JOSE JAVIER,BORJAS RAMOS,DR.,2015,6,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,CIENCIA Y TECNOLOGIA DE MATERIALES POLIMERICOS,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,MÉXICO,COAHUILA DE ZARAGOZA,DIVISION DE TECNOLOGIA DE PLASTICOS,INSTITUTO
0,0.0,0,0.03970588235,0.5101275319,0.01153064561,0,7,4.069016153,0.86,4,0.01196769457,273,18,1,-0.1652288058,0.08485063903,0.08559045486,0.08404026781,ARMANDO,GARCIA BERUMEN,DR.,1999,22,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,"REDES, SISTEMAS EMBEBIDOS, IOT",INSTITUTO TECNOLOGICO DE SONORA,MÉXICO,SONORA,DIRECCION ACADEMICA DE INGENIERIA Y TECNOLOGIA,NOROESTE
8,268.0,17,0.02796420582,0.5070901872,0.003929040876,0,14,4.980994969,0.825,4,0.00557158274,762,21,1,-0.1174827044,0.05736479738,0.05467937079,0.05435003808,RUBEN,SALDIVAR GUERRERO,DR.,2004,17,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,CARACTERIZACION DE MATERIALES Y COMPUESTOS,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,MÉXICO,COAHUILA DE ZARAGOZA,DIVISION DE TECNOLOGIA DE PLASTICOS,INSTITUTO
2,8.0,6,0.01737451737,0.5043816943,0.01808508577,0,6,5.630057803,0.877,4,0.02173767492,233,30,1,-0.1361973005,0.1928637964,0.1936421168,0.1956838219,CARLOS ANDRES,GARCIA CADENA,DR.,2014,7,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,INSTRUMENTACION ELECTRONICA,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE FISICA,INSTITUTO
6,246.0,12,0.06201550388,0.516,0.06140078647,0,6,3.230769231,0.818,4,0.05008944544,47,11,1,-0.2093054278,-0.05428049955,-0.04498862395,-0.04771308838,RICARDO,GOMEZ VILLANUEVA,DR.,2010,11,m,1,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,ANTENAS,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE INGENIERIA ELECTRICA,INSTITUTO
5,144.0,7,0.008987210508,0.5022569444,0.002933584124,0,12,5.736005529,0.884,4,0.003965437628,1247,19,1,-0.07632460704,0.1031742284,0.0965832275,0.09572847,BLANCA ESTELA,CASTILLO REYES,DRA.,2014,7,f,1,VII.- INGENIERÍAS,INGENIERIA,CIENCIA DE MATERIALES,,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,QUERÉTARO,UNIDAD QUERETARO,INSTITUTO
4,58.0,4,0.006490496059,0.501627907,0.01250513162,0,10,7.153846154,0.85,4,0.006633144324,944,54,1,-0.07116566349,0.09516881874,0.09705063557,0.09240401385,HUGO,HERNANDEZ MARTINEZ,DR.,2018,3,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,MEMBRANAS POLIMERICAS,"CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA, S.",MÉXICO,QUERÉTARO,,INSTITUTO
9,480.0,16,0.01608187135,0.5040530582,0.00574761767,0,9,5.14174379,0.871,4,0.005011446189,868,23,1,-0.1243537373,0.04534055662,0.04262505455,0.04283402343,JOSUE DANIEL,GARCIA ESPINOZA,DR.,2013,8,m,C,VII.- INGENIERÍAS,INGENIERIA,CONTAMINACION DEL AGUA,TRATAMIENTO Y CALIDAD DEL AGUA,"CENTRO DE INVESTIGACION Y DESARROLLO TECNOLOGICO EN ELECTROQUIMICA, S.",MÉXICO,QUERÉTARO,DEPTO. DE TECNOLOGIA AMBIENTAL,INSTITUTO
5,116.0,14,0.02466960352,0.5062444246,0.005143222482,0,9,4.032570423,0.889,4,0.007105850965,464,16,1,-0.1655186836,0.05420266201,0.06093057908,0.05904540253,ARTURO,DIAZ PONCE,DR.,2016,5,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ENERGETICA,,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",MÉXICO,AGUASCALIENTES,UNIDAD AGUASCALIENTES,INSTITUTO
6,142.0,26,0.0255800119,0.5064778548,0.003552577773,0,10,4.527348395,0.89,4,0.005386494223,663,41,1,-0.1140296837,0.07565391154,0.08131515124,0.0805355662,LUIS MANUEL,VALENTIN CORONADO,DR.,2009,12,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA ELECTRONICA,ROBOTICA Y VISION ARTIFICIAL,"CENTRO DE INVESTIGACIONES EN OPTICA, A.C.",MÉXICO,AGUASCALIENTES,UNIDAD AGUASCALIENTES,INSTITUTO
3,27.0,5,0.01318101933,0.5033171163,0.01100403013,0,9,6.893766462,0.881,4,0.01211558253,479,54,1,-0.08148461317,0.1129291395,0.1085226687,0.1066441972,RODOLFO,SALAZAR PEÑA,DR.,2005,16,m,C,VII.- INGENIERÍAS,INGENIERIA,INGENIERIA QUIMICA,NANOTECNOLOGIA,"CENTRO UNIVERSITARIO UTEG, A.C.",MÉXICO,JALISCO,,INSTITUTO
