hindex,cites_count,publications_count,degree_centrality,closeness_centrality,clustering_coefficient,betweenness_centrality,core_number,average_degree,average_clustering,diameter,density,domination_number,chromatic_number,number_connected_components,degree_assortativity,hindex_assortativity,publications_assortativity,cites_assortativity,names,surnames,nobilis,init_year,career_length,gender,category,area,discipline,subdiscipline,speciality,affiliation,country,state,federal_entity,affiliation_category
15,907,68,0.01368511897,0.5034448513,0.0007915188128,0,24,15.32651174,0.881,4,0.001889595826,7386,101,1,-0.01055141761,0.257920088,0.2468979818,0.2454888634,JESUS,VALDES FLORES,DR.,1990,31,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"BIOLOGIA MOLECULAR, METABOLISMO DE RNA PRE-MENSAJERO, CANCER",CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE BIOQUIMICA,INSTITUTO
9,420,14,0.01124908692,0.5028281789,0.002284103697,0,23,17.90636868,0.88,4,0.005231955787,3143,108,1,0.1926655424,0.2565087915,0.2492439875,0.2492539454,JOSE EFRAIN,GARRIDO GUERRERO,DR.,1992,29,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,BASES MOLECULARES DEL CANCER,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE GENETICA Y BIOLOGIA MOLECULAR,INSTITUTO
8,265,25,0.009309078487,0.5023381526,0.002101042571,0,20,9.858667805,0.888,4,0.001683947016,5322,100,1,-0.05881309166,0.220854946,0.2142928035,0.2120007655,FEBE ELENA,CAZARES RAGA,DRA.,1983,38,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,BIOLOGIA MOLECULAR,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE INFECTOMICA Y PATOLOGENESIS MOLECULAR,INSTITUTO
20,2365,28,0.00370198982,0.5009272137,0.0004096987389,0,35,22.13518901,0.866,4,0.001575850853,12936,123,1,0.01777957586,0.0676139868,0.06725761805,0.06684118451,FRANCISCO,GARCIA SIERRA,DR.,2000,21,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"NEUROCIENCIAS, BIOLOGIA CELULAR Y MOLECULA",CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE BIOLOGIA CELULAR,INSTITUTO
10,408,19,0.03318250377,0.5084355828,0.01080306456,0,14,6.06281407,0.887,4,0.006096343962,874,22,1,-0.0697956799,0.1281886066,0.124394639,0.1260316032,BERENICE,VENEGAS MENESES,DRA.,2008,13,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"SINDROME DE OVARIO POLIQUISTICO, SINDROME METABOLICO, ENFERM",BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE CIENCIAS BIOLOGICAS,CENTRO
5,174,17,0.01470588235,0.5037037037,0.0187645205,0,13,8.210498688,0.904,4,0.008624473411,872,75,1,-0.09110184252,0.2304833338,0.2248862175,0.2227494023,MARIA LUISA,BAZAN TEJEDA,DRA.,2007,14,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,PARASITOLOGIA,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,MÉXICO,CIUDAD DE MÉXICO,DEPTO. DE GENETICA Y BIOLOGIA MOLECULAR,INSTITUTO
10,424,62,0.008182543906,0.5020540396,0.0005568578494,0,25,16.18878467,0.876,4,0.002153909616,6891,106,1,-0.0184779861,0.1798868745,0.1779730497,0.1765790203,JOEL,MONARREZ ESPINO,DR.,2000,21,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,SALUD PUBLICA,EPIDEMIOLOGIA SALUD GLOBAL,CLAUSTRO UNIVERSITARIO DE CHIHUAHUA,MÉXICO,CHIHUAHUA,,INSTITUTO
1,7,2,0.02181818182,0.5055147059,0.03225806452,0,6,7.184782609,0.91,3,0.05225296443,132,18,1,-0.163807774,0.04606947414,0.04861482079,0.0592664388,MARIA EUGENIA,MENESES ALVAREZ,DR.,2021,0,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,NUTRICION Y NUTRIGENOMICA,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,MÉXICO,PUEBLA,CAMPUS PUEBLA,INSTITUTO
9,225,19,0.01235273933,0.5031073771,0.001012485763,0,28,13.07273559,0.894,4,0.002990446206,3976,101,1,-0.03268357952,0.221805804,0.2103841162,0.2142069171,JOSE ALFREDO,SIERRA RAMIREZ,DR.,2000,21,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,INVESTIGACION CLINICA,INSTITUTO POLITECNICO NACIONAL,MÉXICO,CIUDAD DE MÉXICO,ESCUELA SUPERIOR DE MEDICINA,FEDERAL
18,2480,53,0.009365101226,0.50235229,0.001075466728,0,31,12.27804173,0.881,4,0.001690957406,6576,100,1,-0.04884601024,0.2403537566,0.2291243362,0.2243889755,FELIPE JAVIER,URIBE SALAS,DR.,1990,31,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,SALUD PUBLICA,EPIDEMIOLOGIA,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",MÉXICO,COAHUILA DE ZARAGOZA,OFICINA DE ENLACE Y VINCULACION DE PIEDRAS NEGRAS,INSTITUTO
5,90,20,0.01194830529,0.5030050288,0.004398702624,0,14,13.68990736,0.906,4,0.006676375207,1870,100,1,-0.006503448306,0.1631711407,0.1505437768,0.1557364168,HECTOR,OCHOA DIAZ-LOPEZ,DR.,1985,36,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,SALUD PUBLICA,EPIDEMIOLOGIA,EL COLEGIO DE LA FRONTERA SUR,MÉXICO,CHIAPAS,UNIDAD SAN CRISTOBAL DE LAS CASAS,INSTITUTO
8,402,19,0.01392036258,0.5035044825,0.006574555296,0,13,12.92847896,0.9,4,0.0083706565,1404,100,1,-0.002597376268,0.2441989854,0.2511262125,0.2516071244,CLAUDIA,ESPINOSA GARCIA,DRA.,2011,10,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,NEUROCIENCIAS,EMORY UNIVERSITY,USA,EXTERIOR,,INSTITUTO
5,104,15,0.01659751037,0.5041841004,0.006434199744,0,15,9.22779122,0.895,4,0.006381598354,1311,95,1,-0.0738106519,0.1792790386,0.1595652658,0.1670786845,MARTA ELENA,HERNANDEZ CABALLERO,DRA.,2003,18,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE MEDICINA,CENTRO
29,2728,116,0.01331431289,0.5033508856,0.001452028574,0,24,9.824684146,0.9,4,0.001334784885,6486,100,1,-0.05273450652,0.06069280403,0.05992750424,0.05950804861,ARTURO,FIGUEROA GALVEZ,DR.,2002,19,m,3,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,FISIOLOGIA CARDIOVASCULAR DEL EJERCICIO,FLORIDA STATE UNIVERSITY,USA,EXTERIOR,,INSTITUTO
7,188,14,0.02418271384,0.5061196736,0.03278564765,0,19,8.283795882,0.912,4,0.007419432048,1013,92,1,-0.04995289096,0.219012414,0.2125699273,0.2099917466,GUADALUPE,SOTO RODRIGUEZ,DRA.,2013,8,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,ENFERMEDADES DESMIELINIZANTES/PROCESO ISQUEMICO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE MEDICINA,CENTRO
15,1521,47,0.004952785728,0.5012412703,0.0007465995431,0,71,26.92229915,0.868,4,0.0009227707888,27019,147,1,0.02591416296,0.1627444477,0.159526447,0.15846837,HECTOR,ARREOLA ORNELAS,MTRO.,2005,16,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,ECONOMIA DE LA SALUD,"FUNDACION MEXICANA PARA LA SALUD, A.C.",MÉXICO,CIUDAD DE MÉXICO,,INSTITUTO
8,532,10,0.006501283148,0.5016306214,0.01086640714,0,17,11.82860075,0.905,4,0.004047425407,2722,100,1,-0.05192064217,0.2942173363,0.2902629798,0.2883366956,ALI FRANCISCO,CITALAN MADRID,DR.,2013,8,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,INMUNOLOGIA DE LAS MUCOSAS,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN INSTITUCIÓN,SIN_INST
16,1526,110,0.02158730159,0.5054557125,0.006311951934,0,24,20.36581495,0.892,4,0.006465338079,2914,104,1,-0.04118641117,0.1717615591,0.1674356015,0.1679760923,MARIA LILIA,LOPEZ NARVAEZ,M. EN C.,2013,8,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,PEDIATRIA,GOBIERNO DEL ESTADO DE CHIAPAS,MÉXICO,CHIAPAS,SECRETARIA DE SALUD,INSTITUTO
8,460,12,0.004314636575,0.5010809912,0.02752634676,0,22,12.09822466,0.886,4,0.004015341738,2768,91,1,-0.0550901308,-0.006547633885,-0.006705455589,-0.006774017156,ROSA ELENA,OCHOA ALBIZTEGUI,M. EN C.,2018,3,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"RADIOLOGIA, IMAGEN DE LA MAMA Y OSTEOARTRITIS",GOBIERNO DEL ESTADO DE CHIHUAHUA,MÉXICO,CHIHUAHUA,SECRETARIA DE SALUD,INSTITUTO
6,270,7,0.01304347826,0.5032822757,0.006991226753,0,10,9.860936746,0.894,4,0.009527475116,911,99,1,-0.07573153268,0.2502929325,0.2474974677,0.2467846254,TANIA,GONZALEZ CORTES,DRA.,2015,6,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,TOXICOLOGIA GENETICA SALUD,GOBIERNO DEL ESTADO DE COAHUILA,MÉXICO,COAHUILA DE ZARAGOZA,SISTEMA PARA EL DESARROLLO INTERGRAL DE LA FAMILIA,INSTITUTO
4,326,9,0.01141831824,0.5028709704,0.00184424483,0,98,17.04526178,0.873,4,0.002780403195,5560,100,1,-0.009035734395,0.1044416581,0.09980858482,0.1001343527,JOSE GUSTAVO,LOPEZ Y LOPEZ,DR.,2003,18,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,FARMACOLOGIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE CIENCIAS QUIMICAS,CENTRO
10,394,17,0.01951219512,0.5049261084,0.01297065081,0,21,11.68714948,0.892,4,0.005701048525,1875,100,1,-0.07562247357,0.0888469351,0.06962738801,0.07629442703,ALEJANDRO DAVID,SORIANO HERNANDEZ,DR.,2008,13,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,CIENCIAS MEDICAS,GOBIERNO DEL ESTADO DE COLIMA,MÉXICO,COLIMA,SECRETARIA DE SALUD Y BIENESTAR SOCIAL,INSTITUTO
5,136,9,0.01320559296,0.5033233416,0.0154049559,0,21,13.76132539,0.899,4,0.00712652791,1787,100,1,-0.05985147132,0.111527241,0.09931440229,0.1056612498,DANIEL ALBERTO,MONTES GALINDO,DR.,2011,10,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,BIOLOGIA MOLECULAR,GOBIERNO DEL ESTADO DE COLIMA,MÉXICO,COLIMA,SECRETARIA DE SALUD Y BIENESTAR SOCIAL,INSTITUTO
9,850,18,0.006896551724,0.5017301038,0.005116236908,0,20,15.94418423,0.888,4,0.004149429858,3529,100,1,-0.0639415333,0.1569939726,0.1452689696,0.1447292114,ANGELICA SARAI,JIMENEZ OSORIO,DRA.,2014,7,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"GENETICA, ENFERMEDADES CARDIOMETABOLICAS Y NEFROLOGICAS",GOBIERNO DEL ESTADO DE HIDALGO,MÉXICO,HIDALGO,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,INSTITUTO
9,293,34,0.01586682273,0.5039984268,0.0007409484276,0,24,13.8793238,0.893,4,0.003610176563,3510,102,1,-0.009490999726,0.2519658423,0.2372989832,0.2314769391,EDUARDO,VAZQUEZ VALLS,DR.,1981,40,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,PATOLOGIA CLINICA,GOBIERNO DEL ESTADO DE JALISCO,MÉXICO,JALISCO,SECRETARIA DE SALUD DE JALISCO,INSTITUTO
11,510,48,0.01504191067,0.5037889744,0.002011944498,0,19,13.67841561,0.874,4,0.003141213828,3912,106,1,0.0191920833,0.2974621674,0.2945104682,0.2931658758,ILHUICAMINA DANIEL,LIMON PEREZ DE LEON,DR.,2004,17,m,2,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,NEUROCIENCIAS,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,MÉXICO,PUEBLA,FACULTAD DE CIENCIAS QUIMICAS,CENTRO
14,833,24,0.01797892126,0.504535502,0.0205490159,0,12,6.658612144,0.883,4,0.008256183687,729,27,1,-0.09347611532,0.04874923522,0.04730260398,0.0501202183,GONZALO,VAZQUEZ PALACIOS,DR.,2000,21,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,NEUROCIENCIAS,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,MÉXICO,CIUDAD DE MÉXICO,PLANTEL SAN LORENZO TEZONCO,CENTRO
8,686,18,0.01064883606,0.5026764596,0.003709787241,0,14,20.28918049,0.882,4,0.01004912357,1868,101,1,-0.0289032317,0.1460119883,0.1361932806,0.1354399113,HELENA,SOLLEIRO VILLAVICENCIO,DRA.,2013,8,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"NEUROINFLAMACION, EJE NEUROINMUNOENDOCRINO, NEUROFISIOLOGIA",UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,MÉXICO,CIUDAD DE MÉXICO,PLANTEL CENTRO HISTORICO,CENTRO
2,8,1,0.006548175865,0.5016424214,0.02812464139,0,7,10.95514019,0.903,3,0.02049605274,496,56,1,-0.09680209701,0.09786797109,0.08990694908,0.1088314163,JOSE FERNANDO,RIVAS SOLIS,DR.,2016,5,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,GENETICA,GOBIERNO DEL ESTADO DE JALISCO,MÉXICO,JALISCO,SECRETARIA DE SALUD DE JALISCO,INSTITUTO
9,1070,22,0.009143034248,0.5022962559,0.001290296534,0,15,7.90316083,0.886,4,0.002449453225,2816,100,1,-0.05734834493,0.1026439712,0.1001881176,0.09891861833,HAYDE AZENETH,VERGARA CASTAÑEDA,DRA.,2010,11,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,GENOMICA NUTRICIONAL Y NUTRACEUTICOS,UNIVERSIDAD AUTONOMA DE QUERETARO,MÉXICO,QUERÉTARO,FACULTAD DE MEDICINA,CENTRO
6,242,7,0.01107196779,0.5027834008,0.01873746604,0,12,9.794768612,0.885,4,0.009858851144,918,64,1,-0.04399148771,0.1852873786,0.1842220959,0.1822004202,ANA GABRIELA,HERNANDEZ PUGA,DRA.,2013,8,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,ENDOCRINOLOGIA MOLECULAR,UNIVERSIDAD AUTONOMA DE QUERETARO,MÉXICO,QUERÉTARO,FACULTAD DE MEDICINA,CENTRO
5,172,12,0.0196875,0.5049708064,0.00999027938,0,25,22.62105592,0.885,4,0.01413815995,1502,100,1,-0.01987583951,0.1918054967,0.2078283731,0.2055107449,LILIANA FAVIOLA,DE LA CERDA TRUJILLO,DRA.,2013,8,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,INVESTIGACION CLINICA,GOBIERNO DEL ESTADO DE JALISCO,MÉXICO,JALISCO,HOSPITALES CIVILES DE GUADALAJARA,INSTITUTO
6,184,22,0.0302210194,0.5076711701,0.00354608435,0,10,11.0238954,0.89,4,0.00994487632,968,100,1,-0.04600319685,0.1277275654,0.1549038963,0.1573463298,RUBEN ABRAHAM,DOMINGUEZ PEREZ,DR.,2014,7,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,"ENDODONCIA, MICROBIOLOGIA ORAL",UNIVERSIDAD AUTONOMA DE QUERETARO,MÉXICO,QUERÉTARO,FACULTAD DE MEDICINA,CENTRO
7,190,12,0.01163291685,0.5029252438,0.009937326792,0,15,7.442721792,0.874,4,0.00641337509,1039,51,1,-0.09685542057,0.1375342061,0.1316172927,0.1322517124,BERTHA ISABEL,CARVAJAL GAMEZ,DRA.,2008,13,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,BIOLOGIA MOLECULAR,UNIVERSIDAD AUTONOMA DE QUERETARO,MÉXICO,QUERÉTARO,FACULTAD DE CIENCIAS NATURALES,CENTRO
19,975,42,0.01108348871,0.5027863132,0.0008299161657,0,20,10.6616261,0.873,4,0.002208747897,4235,100,1,-0.06940997238,0.2188434317,0.2311297547,0.2302159415,JUAN PABLO,LOYOLA RODRIGUEZ,DR.,1996,25,m,3,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,ESTOMATOLOGIA PEDIATRICA,UNIVERSIDAD AUTONOMA DE TLAXCALA,MÉXICO,PUEBLA,,CENTRO
8,211,14,0.00557225144,0.501396955,0.002741327906,0,33,16.5698366,0.888,4,0.002074860581,7278,102,1,-0.03453102245,0.202758715,0.2045555725,0.2029670529,PABLO,MENDEZ HERNANDEZ,DR.,2003,18,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,SALUD PUBLICA,ENFERMEDADES CRONICO-DEGENARATIVAS; ORGANIZACION DE LOS SITE,UNIVERSIDAD AUTONOMA DE TLAXCALA,MÉXICO,TLAXCALA,FACULTAD DE CIENCIAS DE LA SALUD,CENTRO
4,64,9,0.03529411765,0.5089820359,0.04761557016,0,9,6.246478873,0.894,4,0.0293951947,183,36,1,-0.1341690817,0.1028744466,0.1069896159,0.1082706594,OCTAVIO,SANCHEZ GARCIA,DR.,2015,6,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,FISIOLOGIA DE LA REPRODUCCION,UNIVERSIDAD AUTONOMA DE TLAXCALA,MÉXICO,TLAXCALA,,CENTRO
5,210,10,0.0197740113,0.5049928673,0.01015625991,0,13,7.917176471,0.899,4,0.007454968428,957,84,1,-0.09481877969,0.165302199,0.1551544011,0.1549073828,LUILLI ANTONIO,LOPEZ CONTRERAS,DR.,2013,8,m,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,INVESTIGACION EN SALUD,INFECTOMICA Y PATOGENESIS MOLECULAR,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,MÉXICO,HIDALGO,,CENTRO
15,485,41,0.0198019802,0.505,0.007804769911,0,20,26.49131313,0.852,4,0.01070572363,2214,116,1,0.01699463341,0.07694806446,0.07385025706,0.07324444774,AMERICA PATRICIA,PONTIGO LOYOLA,DRA.,2004,17,f,1,III.- MEDICINA Y CIENCIAS DE LA SALUD,CIENCIAS DE LA SALUD,SALUD PUBLICA,ODONTOLOGIA / EPIDEMIOLOGIA BUCAL,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,MÉXICO,HIDALGO,INSTITUTO DE CIENCIAS DE LA SALUD,CENTRO
